train_number,train_name,station_name,departure,source,destination,created_at
55167,Morbi TERMINUS MUMBAI BANDRA TERMINUS Duronto,Arrah CITY,12:22:00,Morbi TERMINUS,MUMBAI BANDRA TERMINUS,2024-10-05 21:11:54.087006
88622,MEMARI CHIRMIRI Shatabdi,THAWE JUNCTION,12:34:00,MEMARI,CHIRMIRI,2024-12-18 21:11:54.087006
46642,MUMBAI DADAR CENTRAL LUMDING JN Mail,PALANPUR JN,08:31:00,MUMBAI DADAR CENTRAL,LUMDING JN,2024-05-25 21:11:54.087006
48312,PANSKURA PURNIA JN Shatabdi,JUNNOR DEO,13:53:00,PANSKURA,PURNIA JN,2025-01-31 21:11:54.087006
87480,MADGAON Dewas JN Duronto,PUNALUR,02:42:00,MADGAON,Dewas JN,2025-02-10 21:11:54.087006
22159,MALSAR JOGBANI Local,SABARMATI JN,04:57:00,MALSAR,JOGBANI,2024-08-30 21:11:54.087006
80304,CANNING JHANSI JN Duronto,KODINAR,10:51:00,CANNING,JHANSI JN,2024-05-15 21:11:54.087006
87437,GOMOH JN BITRAGUNTA Mail,MANMAD JN,13:45:00,GOMOH JN,BITRAGUNTA,2024-08-01 21:11:54.087006
82855,ROHTAK JN NANJANGUD TOWN Shatabdi,KANYAKUMARI,20:07:00,ROHTAK JN,NANJANGUD TOWN,2024-07-02 21:11:54.087006
48025,KHURDA ROAD JN Medininagar TERMINUS Mail,AIT,04:14:00,KHURDA ROAD JN,Medininagar TERMINUS,2025-03-21 21:11:54.087006
48782,NANDURBAR Jalna ROAD Express,DHACA CANTT.,13:33:00,NANDURBAR,Jalna ROAD,2024-11-09 21:11:54.087006
59733,BANDA JN AYODHYA Intercity,SHIKOHABAD JN,16:12:00,BANDA JN,AYODHYA,2024-11-08 21:11:54.087006
67732,GUNTUR JN KANYAKUMARI Passenger,BIJAPUR,12:14:00,GUNTUR JN,KANYAKUMARI,2024-11-27 21:11:54.087006
47600,Eluru CITY DULLABCHERRA Passenger,Noida ROAD,01:26:00,Eluru CITY,DULLABCHERRA,2024-07-10 21:11:54.087006
35559,NEW COOCH BEHAR TIRODI MMTS,BANGALORE CANT,22:48:00,NEW COOCH BEHAR,TIRODI,2024-10-23 21:11:54.087006
86643,FARRUKHABAD Tadipatri ROAD Express,GUNTAKAL JN,05:37:00,FARRUKHABAD,Tadipatri ROAD,2024-09-08 21:11:54.087006
25435,FURKATING JN Ghaziabad JN Passenger,HARIHAR,10:05:00,FURKATING JN,Ghaziabad JN,2024-12-31 21:11:54.087006
99518,METUR DAM SUBRAHMANYA ROAD Local,PARADIP,16:35:00,METUR DAM,SUBRAHMANYA ROAD,2024-04-24 21:11:54.087006
19088,REPALLE BHADRAKH MMTS,Dewas JN,04:04:00,REPALLE,BHADRAKH,2025-03-14 21:11:54.087006
35922,MIRZAPALI TAMBARAM MMTS,HALDIBARI,16:54:00,MIRZAPALI,TAMBARAM,2025-02-12 21:11:54.087006
49429,BAPUDHAM MOTIHARI THAWE JUNCTION Express,ALUABARI ROAD,07:02:00,BAPUDHAM MOTIHARI,THAWE JUNCTION,2025-01-10 21:11:54.087006
66571,SHIMLA VELANKANNI Superfast,PANDHARPUR,00:20:00,SHIMLA,VELANKANNI,2024-07-21 21:11:54.087006
30252,JIND JN RANUJ Duronto,Pune TERMINUS,23:13:00,JIND JN,RANUJ,2025-03-08 21:11:54.087006
30229,Berhampur CITY Tenali JN MMTS,DHANBAD JN,04:37:00,Berhampur CITY,Tenali JN,2025-03-17 21:11:54.087006
28721,BAMANHAT Satna CENTRAL Mail,Lucknow TERMINUS,22:37:00,BAMANHAT,Satna CENTRAL,2025-04-15 21:11:54.087006
99189,BHAGAT KI KOTHI BARWADIH JN Express,AMRAVATI,15:55:00,BHAGAT KI KOTHI,BARWADIH JN,2025-03-15 21:11:54.087006
26544,Morbi TERMINUS Khammam CENTRAL Local,RANCHI,11:26:00,Morbi TERMINUS,Khammam CENTRAL,2024-09-20 21:11:54.087006
96170,DARJEELING JAMALPUR JN Superfast,BANSPANI,17:14:00,DARJEELING,JAMALPUR JN,2024-06-08 21:11:54.087006
41630,SATYA SAI P NILAYAM Jaipur JN Local,Amroha TERMINUS,07:14:00,SATYA SAI P NILAYAM,Jaipur JN,2024-12-10 21:11:54.087006
39978,KHANDWA Farrukhabad ROAD Duronto,BAIJNATH PAPROLA,08:22:00,KHANDWA,Farrukhabad ROAD,2024-07-10 21:11:54.087006
95551,Navi Mumbai ROAD ETAH Superfast,THIRUVARUR JN,20:55:00,Navi Mumbai ROAD,ETAH,2024-05-12 21:11:54.087006
90197,JUNNOR DEO Karnal JN Local,Sonipat TERMINUS,16:14:00,JUNNOR DEO,Karnal JN,2024-04-28 21:11:54.087006
93663,Guntakal JN Akola CENTRAL Express,CHIK BALLAPUR,11:56:00,Guntakal JN,Akola CENTRAL,2025-01-10 21:11:54.087006
82731,BIJAPUR RATLAM JN Intercity,BOKARO STEEL CITY,13:16:00,BIJAPUR,RATLAM JN,2025-01-13 21:11:54.087006
61282,NAJIBABAD JN BARBIL Local,NAGERCOIL JN,07:28:00,NAJIBABAD JN,BARBIL,2024-08-06 21:11:54.087006
27083,NADIKODE PULGAON JN Express,GWALIOR JN,18:48:00,NADIKODE,PULGAON JN,2024-12-24 21:11:54.087006
34734,MANUGURU AISHBAGH Duronto,Raipur CITY,16:45:00,MANUGURU,AISHBAGH,2025-01-19 21:11:54.087006
63585,KORAPUT Hazaribagh CENTRAL MMTS,Patiala JN,04:42:00,KORAPUT,Hazaribagh CENTRAL,2024-12-01 21:11:54.087006
50045,JAJPUR KEONJHAR ROAD RAJMAHAL Intercity,MAILANI,02:56:00,JAJPUR KEONJHAR ROAD,RAJMAHAL,2024-11-28 21:11:54.087006
63236,GHAZIABAD KAKINADA TOWN Rajdhani,Bhind JN,08:00:00,GHAZIABAD,KAKINADA TOWN,2024-11-04 21:11:54.087006
48466,BHIKHNA THORI VILLUPURAM JN Passenger,Kadapa TERMINUS,12:44:00,BHIKHNA THORI,VILLUPURAM JN,2024-07-05 21:11:54.087006
41243,SIWAN JN RAJENDRA NAGAR BIHAR Local,MAU JN,14:32:00,SIWAN JN,RAJENDRA NAGAR BIHAR,2024-12-02 21:11:54.087006
69632,DINDIGUL JN MANKAPUR JN Superfast,Satna ROAD,03:40:00,DINDIGUL JN,MANKAPUR JN,2024-08-16 21:11:54.087006
75892,Tadipatri TERMINUS SAHARANPUR Mail,PARLI VAIJNATH,01:19:00,Tadipatri TERMINUS,SAHARANPUR,2025-03-17 21:11:54.087006
94713,MUNABAO HYDERABAD DECCAN Express,TIRUPATTUR JN,18:37:00,MUNABAO,HYDERABAD DECCAN,2025-01-07 21:11:54.087006
24831,Miryalaguda ROAD TUMKUR MMTS,KAYANKULAM JN,13:15:00,Miryalaguda ROAD,TUMKUR,2024-05-24 21:11:54.087006
50121,DAUND JN VARANASI JN Express,BHUJ,06:59:00,DAUND JN,VARANASI JN,2024-07-08 21:11:54.087006
43737,MAILANI DHULE Mail,NIRMALI,00:05:00,MAILANI,DHULE,2025-02-23 21:11:54.087006
13747,UNA HIMACHAL Tezpur ROAD Intercity,Bhiwani ROAD,05:24:00,UNA HIMACHAL,Tezpur ROAD,2024-08-01 21:11:54.087006
30551,Ozhukarai ROAD HARIHAR Express,JALANDHAR CITY,22:50:00,Ozhukarai ROAD,HARIHAR,2024-07-29 21:11:54.087006
63915,RAIGARH TUMSAR ROAD Mail,ABHANPUR JUNCTION,04:46:00,RAIGARH,TUMSAR ROAD,2024-08-15 21:11:54.087006
41150,SUBRAHMANYA ROAD Haldia CITY Shatabdi,BANMANKHI JUNCTION,20:31:00,SUBRAHMANYA ROAD,Haldia CITY,2024-07-19 21:11:54.087006
57730,HASANABAD KATHANA MMTS,TANTPUR,16:49:00,HASANABAD,KATHANA,2024-07-19 21:11:54.087006
88635,Durg ROAD ITARSI JN Express,JIND JN,18:12:00,Durg ROAD,ITARSI JN,2025-01-29 21:11:54.087006
50330,Vijayanagaram JN GONDIA JN Passenger,AVADI,18:41:00,Vijayanagaram JN,GONDIA JN,2024-05-27 21:11:54.087006
77587,PUNE JN VAPI Intercity,HUZUR SAHIB NANDED,10:02:00,PUNE JN,VAPI,2024-07-12 21:11:54.087006
20825,RAJMAHAL SALEM JN Shatabdi,Motihari CENTRAL,20:59:00,RAJMAHAL,SALEM JN,2024-10-29 21:11:54.087006
26314,LAUKAHA BAZAR MOTI KORAL Duronto,SALEM JN,10:59:00,LAUKAHA BAZAR,MOTI KORAL,2024-12-09 21:11:54.087006
32387,KATHANA NANDOL DEHEGAM Shatabdi,MANDAR HILL,22:51:00,KATHANA,NANDOL DEHEGAM,2025-04-12 21:11:54.087006
91549,VADODARA JN MATHURA JN Duronto,Ujjain CITY,13:16:00,VADODARA JN,MATHURA JN,2024-07-03 21:11:54.088005
80926,NEPALGANJ ROAD ARVI Duronto,BIR,23:40:00,NEPALGANJ ROAD,ARVI,2024-10-19 21:11:54.088005
47665,Bhavnagar CENTRAL SALEM JN Passenger,Visakhapatnam CITY,23:07:00,Bhavnagar CENTRAL,SALEM JN,2024-09-08 21:11:54.088005
13527,PHULERA JN BELGAUM Local,MAILANI,20:28:00,PHULERA JN,BELGAUM,2024-11-19 21:11:54.088005
10512,THRISUR Ozhukarai CITY Superfast,METUR DAM,13:16:00,THRISUR,Ozhukarai CITY,2024-06-06 21:11:54.088005
99293,Saharsa JN BHADRAKH MMTS,BHATINDA JN,08:26:00,Saharsa JN,BHADRAKH,2024-07-03 21:11:54.088005
44692,MANIKPUR JN KOLLAM JN MMTS,HAPA,19:11:00,MANIKPUR JN,KOLLAM JN,2024-11-02 21:11:54.088005
64121,YESVANTPUR JN Kochi CENTRAL Express,MUNABAO,07:04:00,YESVANTPUR JN,Kochi CENTRAL,2024-06-14 21:11:54.088005
27835,RAMESWARAM BALURGHAT Passenger,NEW FARAKKA JN,19:56:00,RAMESWARAM,BALURGHAT,2025-02-18 21:11:54.088005
15516,Hospet ROAD CHANDAUSI JN Duronto,JIRIBAM,02:29:00,Hospet ROAD,CHANDAUSI JN,2024-06-03 21:11:54.088005
67923,SHAHGANJ JN Bhopal TERMINUS Passenger,PANDHARPUR,07:25:00,SHAHGANJ JN,Bhopal TERMINUS,2024-04-29 21:11:54.088005
71634,CHITTARANJAN Tadepalligudem TERMINUS Duronto,GULBARGA,07:25:00,CHITTARANJAN,Tadepalligudem TERMINUS,2024-12-07 21:11:54.088005
25587,Lucknow CITY KATNI Superfast,BERHAMPORE COURT,03:15:00,Lucknow CITY,KATNI,2024-05-28 21:11:54.088005
74068,KHED BRAHMA DILDARNAGAR JN MMTS,S M V D KATRA,13:41:00,KHED BRAHMA,DILDARNAGAR JN,2024-06-04 21:11:54.088005
56513,Nagaon JN JAMMU TAWI MMTS,Thanjavur TERMINUS,17:17:00,Nagaon JN,JAMMU TAWI,2025-04-04 21:11:54.088005
37484,ALLAHABAD CITY BULANDSHAHR Express,MARIKUPPAM,20:56:00,ALLAHABAD CITY,BULANDSHAHR,2025-03-27 21:11:54.088005
56691,NAINPUR JUNCTION Bhimavaram JN MMTS,SIWAN JN,16:57:00,NAINPUR JUNCTION,Bhimavaram JN,2024-12-12 21:11:54.088005
49292,BENOY BADAL DINESH GARDENS Sasaram JN Superfast,Nandyal CITY,17:48:00,BENOY BADAL DINESH GARDENS,Sasaram JN,2025-01-01 21:11:54.088005
10657,MAHUVA JN Thiruvananthapuram TERMINUS Shatabdi,ALIPUR DUAR JN,08:11:00,MAHUVA JN,Thiruvananthapuram TERMINUS,2024-04-26 21:11:54.088005
19057,HISAR BAIDYANATHDHAM DEOGHAR Rajdhani,BARHARWA JN,19:40:00,HISAR,BAIDYANATHDHAM DEOGHAR,2024-10-17 21:11:54.088005
49151,MANMAD JN SAMBHAL HATIM SARAI Duronto,KUMBAKONAM,18:35:00,MANMAD JN,SAMBHAL HATIM SARAI,2024-09-30 21:11:54.088005
84028,Gulbarga CITY BILASPUR JN Shatabdi,BHADRACHALAM ROAD,18:28:00,Gulbarga CITY,BILASPUR JN,2024-06-17 21:11:54.088005
78213,ADARSH NAGAR DELHI Jalandhar TERMINUS Passenger,ANAND JN,17:39:00,ADARSH NAGAR DELHI,Jalandhar TERMINUS,2025-01-04 21:11:54.088005
44591,MUMBAI DADAR WEST RAIPUR JN Rajdhani,BANDA JN,05:47:00,MUMBAI DADAR WEST,RAIPUR JN,2025-01-03 21:11:54.088005
80655,HAJIPUR JN Jehanabad ROAD Mail,THRISUR,15:53:00,HAJIPUR JN,Jehanabad ROAD,2024-10-03 21:11:54.088005
87257,DIAMOND HARBOUR Kumbakonam TERMINUS Passenger,DEHRADUN,19:39:00,DIAMOND HARBOUR,Kumbakonam TERMINUS,2025-04-04 21:11:54.088005
71724,JAMNAGAR SALEMPUR JN MMTS,DELHI H NIZAMUDDIN,03:35:00,JAMNAGAR,SALEMPUR JN,2025-04-21 21:11:54.088005
34372,MANDUADIH GUNA Shatabdi,Shahjahanpur CITY,10:32:00,MANDUADIH,GUNA,2024-07-14 21:11:54.088005
95737,RUNNISAIDPUR ANAND VIHAR TRM Express,BANSPANI,10:46:00,RUNNISAIDPUR,ANAND VIHAR TRM,2024-08-28 21:11:54.088005
74921,AIT BADNERA JN Rajdhani,PATTABIRAM EAST,05:56:00,AIT,BADNERA JN,2024-08-15 21:11:54.088005
42347,NAMKHANA JAISALMER Duronto,BHIMAVARAM JUNCTION,06:01:00,NAMKHANA,JAISALMER,2024-08-24 21:11:54.088005
41855,DHARMABAD JIND JN Passenger,VELANKANNI,10:18:00,DHARMABAD,JIND JN,2025-03-20 21:11:54.088005
34084,Gaya CITY SITAPUR CITY Mail,KHANDWA,06:51:00,Gaya CITY,SITAPUR CITY,2025-02-07 21:11:54.088005
11851,KARJAT TIRUTURAIPUDI JUNCTION Shatabdi,TILAK BRIDGE,00:48:00,KARJAT,TIRUTURAIPUDI JUNCTION,2024-06-28 21:11:54.088005
78706,ADILABAD Khora  ROAD Superfast,DEVANHALLI,13:47:00,ADILABAD,Khora  ROAD,2024-12-29 21:11:54.088005
66643,Hapur ROAD Bhagalpur CENTRAL Shatabdi,RAGHURAJ SINGH,10:41:00,Hapur ROAD,Bhagalpur CENTRAL,2024-06-04 21:11:54.088005
12261,MANENDRAGARH ADARSH NAGAR DELHI MMTS,KANYAKUMARI,17:54:00,MANENDRAGARH,ADARSH NAGAR DELHI,2025-03-13 21:11:54.088005
14473,Ambattur CENTRAL Morbi ROAD Shatabdi,VERNA,11:03:00,Ambattur CENTRAL,Morbi ROAD,2024-05-05 21:11:54.088005
65588,CHANDA FORT BHIKHNA THORI Intercity,KAKINADA TOWN,12:13:00,CHANDA FORT,BHIKHNA THORI,2025-04-18 21:11:54.088005
50127,MIYAGAM KARJAN JUNCTION NG RAGHUNATHPUR Rajdhani,BHUSAVAL JN,13:53:00,MIYAGAM KARJAN JUNCTION NG,RAGHUNATHPUR,2024-10-04 21:11:54.088005
89822,DELHI H NIZAMUDDIN Lucknow TERMINUS Intercity,SURAT,00:43:00,DELHI H NIZAMUDDIN,Lucknow TERMINUS,2024-07-24 21:11:54.088005
48844,MUMBAI DADAR WEST COIMBATORE JN Rajdhani,MANCHIRYAL,17:03:00,MUMBAI DADAR WEST,COIMBATORE JN,2025-02-26 21:11:54.088005
22676,PATIALA TARAKESWAR MMTS,BHADRACHALAM ROAD,07:43:00,PATIALA,TARAKESWAR,2025-01-12 21:11:54.088005
18388,Vijayanagaram CENTRAL JAMNER Duronto,LINGAMPALLI,20:26:00,Vijayanagaram CENTRAL,JAMNER,2024-05-30 21:11:54.088005
44243,GANDHINAGAR CAPITAL DAHOD Duronto,MALSAR,17:08:00,GANDHINAGAR CAPITAL,DAHOD,2024-10-29 21:11:54.088005
26731,MUGHAL SARAI JN GIRIDIH Intercity,SIKAR JUNCTION,20:37:00,MUGHAL SARAI JN,GIRIDIH,2025-03-26 21:11:54.088005
16164,Hajipur ROAD KOLKATA SEALDAH Local,Jodhpur ROAD,20:28:00,Hajipur ROAD,KOLKATA SEALDAH,2024-08-08 21:11:54.088005
42508,UDHAMPUR YESVANTPUR JN Shatabdi,FORBESGANJ,03:47:00,UDHAMPUR,YESVANTPUR JN,2024-08-26 21:11:54.088005
86256,Hindupur CENTRAL NEW BONGAIGAON Shatabdi,Gorakhpur CENTRAL,22:34:00,Hindupur CENTRAL,NEW BONGAIGAON,2024-10-30 21:11:54.088005
26115,NEPALGANJ ROAD MANAMADURAI JN Passenger,GUWAHATI,08:08:00,NEPALGANJ ROAD,MANAMADURAI JN,2024-09-30 21:11:54.088005
95934,SAMASTIPUR JN KHURJA JN Duronto,Mirzapur TERMINUS,17:41:00,SAMASTIPUR JN,KHURJA JN,2025-03-25 21:11:54.088005
65008,NIRMALI Shimoga TERMINUS Passenger,BATHUA BAZAR,04:43:00,NIRMALI,Shimoga TERMINUS,2025-04-15 21:11:54.088005
37306,GANDHIDHAM BG FIROZPUR CANT Duronto,Tenali JN,20:24:00,GANDHIDHAM BG,FIROZPUR CANT,2024-07-05 21:11:54.088005
10532,GUWAHATI CHANDIGARH Passenger,DAMOH,11:34:00,GUWAHATI,CHANDIGARH,2024-10-02 21:11:54.088005
22939,PATIALA Aligarh CENTRAL Rajdhani,MUGHAL SARAI JN,16:08:00,PATIALA,Aligarh CENTRAL,2024-11-11 21:11:54.088005
91355,CHOPAN Sambalpur ROAD Intercity,UNA HIMACHAL,14:42:00,CHOPAN,Sambalpur ROAD,2024-05-14 21:11:54.088005
70721,DELHI H NIZAMUDDIN GADAG JN Intercity,FIROZPUR CANT,01:53:00,DELHI H NIZAMUDDIN,GADAG JN,2025-03-11 21:11:54.088005
32465,SIWAN JN TAMBARAM Intercity,TIRUTTANI,21:34:00,SIWAN JN,TAMBARAM,2024-07-09 21:11:54.088005
51192,Belgaum ROAD PATHANKOT Express,BHIND,05:14:00,Belgaum ROAD,PATHANKOT,2024-08-19 21:11:54.088005
61370,JAJPUR KEONJHAR ROAD GEDE MMTS,Kishanganj TERMINUS,17:00:00,JAJPUR KEONJHAR ROAD,GEDE,2024-07-02 21:11:54.088005
40068,DHURI JN CHHOTA UDEPUR Shatabdi,RAIGARH,15:29:00,DHURI JN,CHHOTA UDEPUR,2025-01-09 21:11:54.088005
20729,KARWAR Bareilly TERMINUS Rajdhani,PATLIPUTRA,11:53:00,KARWAR,Bareilly TERMINUS,2024-05-14 21:11:54.088005
81888,MORADABAD SIRPUR TOWN MMTS,JABALPUR,12:49:00,MORADABAD,SIRPUR TOWN,2024-08-17 21:11:54.088005
91813,MANCHIRYAL NIZAMABAD Passenger,DHARMABAD,08:05:00,MANCHIRYAL,NIZAMABAD,2024-06-24 21:11:54.088005
86763,NAGARSOL BHOJUDIH JUNCTION Intercity,NEW COOCH BEHAR,18:34:00,NAGARSOL,BHOJUDIH JUNCTION,2025-04-04 21:11:54.088005
92173,Chittoor CITY Sirsa JN Express,HAPUR,07:19:00,Chittoor CITY,Sirsa JN,2025-01-18 21:11:54.088005
33487,CHENGALPATTU Ratlam CITY Passenger,DIAMOND HARBOUR,13:38:00,CHENGALPATTU,Ratlam CITY,2025-02-15 21:11:54.088005
96703,JAMMU TAWI ALWAR MMTS,PALAKKAD,18:35:00,JAMMU TAWI,ALWAR,2024-06-24 21:11:54.088005
28419,Amaravati TERMINUS C SHAHU M RAJ KOLHAPUR TERM Rajdhani,Aligarh CITY,08:58:00,Amaravati TERMINUS,C SHAHU M RAJ KOLHAPUR TERM,2024-08-20 21:11:54.088005
25457,CANNING GAYA JN Superfast,ABOHAR,18:15:00,CANNING,GAYA JN,2024-08-22 21:11:54.088005
27877,PULGAON JN LAKHIMPUR Passenger,MAIRABARI,09:02:00,PULGAON JN,LAKHIMPUR,2024-09-01 21:11:54.088005
58253,MUMBAI DADAR WEST BENOY BADAL DINESH GARDENS Mail,BANDIKUI JN,06:57:00,MUMBAI DADAR WEST,BENOY BADAL DINESH GARDENS,2024-09-19 21:11:54.088005
44145,Rajkot JN MADGAON Rajdhani,Gandhidham ROAD,08:38:00,Rajkot JN,MADGAON,2024-06-21 21:11:54.088005
35537,SENGOTTAI HOWRAH JN MMTS,COIMBATORE JN,13:08:00,SENGOTTAI,HOWRAH JN,2025-01-07 21:11:54.088005
58614,PULGAON JN SATNA Superfast,SASARAM,18:08:00,PULGAON JN,SATNA,2024-08-25 21:11:54.088005
10478,LINGAMPALLI KOLKATA SHALIMAR Express,KANNUR,12:42:00,LINGAMPALLI,KOLKATA SHALIMAR,2025-03-29 21:11:54.088005
82401,METTUPALAYAM ARSIKERE JN Rajdhani,HALDIA,13:43:00,METTUPALAYAM,ARSIKERE JN,2025-03-08 21:11:54.088005
66045,Ozhukarai JN ACHHNERA JN Rajdhani,SECUNDERABAD JN,08:01:00,Ozhukarai JN,ACHHNERA JN,2024-09-18 21:11:54.088005
62434,MEERUT CANT GIRIDIH Passenger,Satna CITY,00:31:00,MEERUT CANT,GIRIDIH,2024-11-17 21:11:54.088005
35237,Sambhal CITY Jabalpur JN Mail,ARSIKERE JN,11:50:00,Sambhal CITY,Jabalpur JN,2024-06-01 21:11:54.088005
35736,BIJAPUR MARIKUPPAM Mail,HASANABAD,14:12:00,BIJAPUR,MARIKUPPAM,2024-05-05 21:11:54.088005
97453,MHOW SOMNATH Shatabdi,Morena TERMINUS,15:25:00,MHOW,SOMNATH,2025-01-20 21:11:54.088005
67944,MAHOBA PUNALUR Passenger,DANKUNI,03:47:00,MAHOBA,PUNALUR,2024-11-20 21:11:54.088005
80206,BARI SADRI BHATINDA JN Duronto,CHENNAI EGMORE,01:47:00,BARI SADRI,BHATINDA JN,2024-05-08 21:11:54.088005
31339,GWALIOR JN TUMSAR ROAD Passenger,Madanapalle CITY,20:39:00,GWALIOR JN,TUMSAR ROAD,2024-12-23 21:11:54.088005
67318,TENALI JN KHAGARIA JN MMTS,Pune CENTRAL,08:51:00,TENALI JN,KHAGARIA JN,2025-01-04 21:11:54.088005
32231,CHENNAI EGMORE MANIKPUR JN Mail,PALGHAT TOWN,10:55:00,CHENNAI EGMORE,MANIKPUR JN,2024-07-14 21:11:54.088005
14983,KASGANJ Madhyamgram CENTRAL Duronto,VADTAL SWAMINARAYAN,19:21:00,KASGANJ,Madhyamgram CENTRAL,2024-10-02 21:11:54.088005
95189,CHENNAI EGMORE Madanapalle ROAD Mail,BOKARO STEEL CITY,22:45:00,CHENNAI EGMORE,Madanapalle ROAD,2024-10-02 21:11:54.088005
41133,GIRIDIH VISHAKAPATNAM Passenger,SENGOTTAI,05:16:00,GIRIDIH,VISHAKAPATNAM,2025-04-09 21:11:54.088005
23815,BARBIL LOHARDAGA Mail,TANDUR,03:39:00,BARBIL,LOHARDAGA,2024-07-09 21:11:54.088005
40433,BERHAMPORE COURT KASHIPUR Superfast,Jamshedpur ROAD,00:23:00,BERHAMPORE COURT,KASHIPUR,2024-12-03 21:11:54.088005
76395,NANDALUR AVADI Rajdhani,JOLARPETTAI,11:26:00,NANDALUR,AVADI,2024-10-25 21:11:54.088005
13458,BURHWAL DELVADA Passenger,BOTAD JN,22:52:00,BURHWAL,DELVADA,2024-05-24 21:11:54.088005
79271,SHAKURBASTI Bongaigaon CITY Express,MADURAI JN,11:56:00,SHAKURBASTI,Bongaigaon CITY,2025-01-24 21:11:54.088005
60436,BARMER KOTDWARA MMTS,JAUNPUR JN,05:16:00,BARMER,KOTDWARA,2025-03-01 21:11:54.089004
29975,HOSHIARPUR HALDIA Express,PALIA KALAN,22:42:00,HOSHIARPUR,HALDIA,2024-10-13 21:11:54.089004
53388,VADTAL SWAMINARAYAN Kolkata ROAD Superfast,BHAGAT KI KOTHI,04:23:00,VADTAL SWAMINARAYAN,Kolkata ROAD,2024-06-09 21:11:54.089004
95269,DHULE KURSEONG Superfast,GWALIOR NG,22:01:00,DHULE,KURSEONG,2024-10-29 21:11:54.089004
77945,RAMAKONA GADAG JN MMTS,DHARWAR,11:41:00,RAMAKONA,GADAG JN,2025-03-04 21:11:54.089004
14506,FAKIRAGRAM JN BIRUR JN Express,KATNI,19:20:00,FAKIRAGRAM JN,BIRUR JN,2024-10-08 21:11:54.089004
63652,RAICHUR CHENGALPATTU Passenger,METTUPALAYAM,22:14:00,RAICHUR,CHENGALPATTU,2024-10-04 21:11:54.089004
40745,POLLACHI JN Ongole JN Superfast,Ozhukarai TERMINUS,16:45:00,POLLACHI JN,Ongole JN,2025-04-05 21:11:54.089004
15977,CHIRMIRI MACHERLA Superfast,South Dumdum TERMINUS,21:32:00,CHIRMIRI,MACHERLA,2024-05-14 21:11:54.089004
16497,HOWRAH JN Hindupur ROAD Duronto,PALIA KALAN,07:48:00,HOWRAH JN,Hindupur ROAD,2024-05-09 21:11:54.089004
32393,NIZAMABAD BURHWAL Local,GULBARGA,22:34:00,NIZAMABAD,BURHWAL,2024-10-12 21:11:54.089004
60031,NAINPUR JUNCTION AMLA JN MMTS,KATNI,23:03:00,NAINPUR JUNCTION,AMLA JN,2025-01-02 21:11:54.089004
66168,Hubli–Dharwad ROAD KUMBAKONAM Duronto,BHIND,05:33:00,Hubli–Dharwad ROAD,KUMBAKONAM,2024-11-16 21:11:54.089004
66571,SHORANUR JN DANAPUR Local,DAMOH,07:49:00,SHORANUR JN,DANAPUR,2024-05-29 21:11:54.089004
79612,SHORANUR JN Bhalswa Jahangir Pur ROAD Intercity,DANAPUR,08:50:00,SHORANUR JN,Bhalswa Jahangir Pur ROAD,2024-09-26 21:11:54.089004
78228,PURULIA JN BHILAD Express,MOTI KORAL,19:37:00,PURULIA JN,BHILAD,2024-10-28 21:11:54.089004
74402,BITRAGUNTA HALDIA Rajdhani,ADARSH NAGAR DELHI,05:57:00,BITRAGUNTA,HALDIA,2024-07-22 21:11:54.089004
25351,Pune ROAD BILASPUR JN Mail,Kolkata TERMINUS,01:51:00,Pune ROAD,BILASPUR JN,2025-04-01 21:11:54.089004
68518,Bulandshahr TERMINUS BITRAGUNTA Shatabdi,BARI,13:18:00,Bulandshahr TERMINUS,BITRAGUNTA,2025-04-12 21:11:54.089004
41127,SURENDRANAGAR DELHI SARAI ROHILLA Mail,CHANDA FORT,14:45:00,SURENDRANAGAR,DELHI SARAI ROHILLA,2024-11-05 21:11:54.089004
34700,BARI SADRI Pimpri-Chinchwad ROAD Shatabdi,JETALSAR JN,04:19:00,BARI SADRI,Pimpri-Chinchwad ROAD,2024-07-27 21:11:54.089004
21500,MANCHIRYAL MOTI KORAL Mail,PANIPAT JN,07:29:00,MANCHIRYAL,MOTI KORAL,2024-07-17 21:11:54.089004
48972,MADHUPUR JN SULLURUPETA Superfast,Deoghar ROAD,22:06:00,MADHUPUR JN,SULLURUPETA,2024-08-07 21:11:54.089004
67041,BHARUCH JN Shimla JN Rajdhani,DELVADA,01:49:00,BHARUCH JN,Shimla JN,2025-01-31 21:11:54.089004
98075,JAKHAL JN Phusro CENTRAL MMTS,LONDA JN,07:13:00,JAKHAL JN,Phusro CENTRAL,2024-05-31 21:11:54.089004
64683,Bokaro CITY KAZIPET JN Superfast,SHAHGANJ JN,20:51:00,Bokaro CITY,KAZIPET JN,2025-03-08 21:11:54.089004
48017,MARKAPUR ROAD Bahraich JN Passenger,Loni CENTRAL,05:52:00,MARKAPUR ROAD,Bahraich JN,2024-07-13 21:11:54.089004
90542,Berhampur CITY CHENNAI EGMORE Rajdhani,Hubli–Dharwad JN,21:44:00,Berhampur CITY,CHENNAI EGMORE,2024-06-05 21:11:54.089004
30078,PUNALUR S M V D KATRA Superfast,KISHANGANJ,01:12:00,PUNALUR,S M V D KATRA,2025-01-27 21:11:54.089004
